Transaction_ID,Customer_ID,Date,Category,Amount,Account_Balance,City_x,Channel,Source,Card_Id,Merchant,First_Name,Last_Name,Email,Gender,City_y,Join_Date,Age,Income,Account_Type
472.0,472,2024-05-28,Deposit,1025,,Dresden,ATM,Checking,,,Fred,Davydochkin,fdavydochkind3@goo.ne.jp,Male,Vidoši,2023-01-27,37,126853,Savings
473.0,473,2023-08-08,Deposit,4146,,Dabu,Online,Checking,,,Janna,Loukes,jloukesd4@themeforest.net,Female,Bira,2016-12-23,74,131553,Both
474.0,474,2024-12-17,Deposit,1901,,Las Toscas,ATM,Checking,,,Ula,McKeating,umckeatingd5@youtu.be,Female,Jamalteca,2017-04-26,27,114476,Checking
475.0,475,2022-05-30,Transfer,79,,Quinta da Torre,Branch,Checking,,,Gwenni,Tolussi,gtolussid6@123-reg.co.uk,Female,Chapayeve,2020-07-09,44,46800,Savings
476.0,476,2023-07-29,Deposit,2774,,Zahedan,Online,Checking,,,Ag,Olech,aolechd7@freewebs.com,Female,Zall-Dardhë,2018-07-26,35,127125,Savings
477.0,477,2023-04-20,Deposit,2636,,Sergach,ATM,Checking,,,Karisa,Tredget,ktredgetd8@icq.com,Female,Olds,2016-02-26,32,42000,Both
478.0,478,2022-06-29,Deposit,1786,,Huế,ATM,Checking,,,Ezequiel,Simonutti,esimonuttid9@howstuffworks.com,Male,Cuenca,2020-12-09,29,78748,Checking
479.0,479,2024-09-13,Withdrawal,2111,,Camilaca,Online,Checking,,,Michael,Lambersen,mlambersenda@ft.com,Male,Mozhga,2024-01-31,57,111457,Savings
480.0,480,2023-05-29,Deposit,2284,,Riđica,Online,Checking,,,Maxi,Dysart,mdysartdb@yelp.com,Female,Gaoqiao,2015-11-20,50,55908,Both
481.0,481,2024-02-20,Withdrawal,4137,,Stari Kuty,ATM,Checking,,,Derry,Lukianovich,dlukianovichdc@discuz.net,Male,Jazovo,2022-09-23,37,48054,Checking
482.0,482,2022-12-29,Deposit,4600,,Los Lotes,Online,Checking,,,Merlina,Doul,mdouldd@pen.io,Female,Severnyy,2018-11-17,72,51307,Both
483.0,483,2024-06-17,Withdrawal,1860,,Prizren,ATM,Checking,,,Dre,Romeril,dromerilde@comcast.net,Female,Buenavista,2021-07-17,37,105947,Both
484.0,484,2023-06-10,Transfer,538,,Gombong,ATM,Checking,,,Shalne,Castillo,scastillodf@auda.org.au,Female,Santa Lucia,2024-07-18,55,147674,Savings
485.0,485,2022-07-21,Deposit,4993,,São Miguel do Iguaçu,Branch,Checking,,,Therine,Hebson,thebsondg@hp.com,Female,Longfeng,2017-12-21,41,63056,Savings
486.0,486,2023-10-12,Transfer,4149,,Wuqu,Branch,Checking,,,Darda,Ferenczi,dferenczidh@wsj.com,Female,Puerto Tejada,2018-08-18,62,99733,Both
487.0,487,2022-12-29,Deposit,3229,,Tazarine,Branch,Checking,,,Chrissy,Wadesworth,cwadesworthdi@nasa.gov,Male,Sandy Bay,2020-03-17,19,65178,Savings
488.0,488,2023-03-21,Deposit,2487,,Bajomulyo,ATM,Checking,,,Gracie,Lazenby,glazenbydj@prnewswire.com,Female,Karanglincak,2023-01-31,24,144760,Savings
489.0,489,2022-08-31,Deposit,3015,,Volokolamsk,Branch,Checking,,,Joelie,Pinkie,jpinkiedk@indiegogo.com,Female,Bergen,2024-03-24,63,86958,Both
490.0,490,2022-04-05,Withdrawal,3215,,Trondheim,Online,Checking,,,Putnem,Jephcott,pjephcottdl@pagesperso-orange.fr,Male,Amnat Charoen,2017-09-04,36,116334,Checking
491.0,491,2024-09-24,Withdrawal,2888,,Guanta,Online,Checking,,,Allen,Geall,agealldm@apache.org,Male,Salinungan Proper,2019-11-15,25,33718,Checking
492.0,492,2022-04-14,Withdrawal,4418,,Sembon,ATM,Checking,,,Brendis,Arangy,barangydn@google.ru,Male,Mander,2019-07-10,40,50129,Savings
493.0,493,2022-01-28,Transfer,2625,,Calceta,Online,Checking,,,Danell,Eliet,delietdo@parallels.com,Female,Manticao,2020-07-20,48,77488,Both
494.0,494,2022-07-29,Deposit,3061,,Kuanchuan,Branch,Checking,,,Marchall,Dunseith,mdunseithdp@apache.org,Male,Sukošan,2022-08-09,64,53406,Savings
495.0,495,2023-11-15,Transfer,4269,,Kabankalan,Online,Checking,,,Alasteir,Stranaghan,astranaghandq@dropbox.com,Male,Ōno-hara,2016-09-18,49,40421,Checking
496.0,496,2023-07-26,Transfer,2171,,Cabo de Vila,Online,Checking,,,Orrin,Gilkison,ogilkisondr@latimes.com,Male,El Rancho,2015-06-09,70,56468,Savings
497.0,497,2022-03-22,Transfer,142,,Keli,Branch,Checking,,,Lilian,Gilbride,lgilbrideds@ftc.gov,Female,Sangke,2019-10-06,64,103062,Both
498.0,498,2022-11-07,Deposit,2615,,Thanh Khê,Branch,Checking,,,Amy,Edelman,aedelmandt@privacy.gov.au,Female,General Conesa,2015-02-21,22,57406,Both
499.0,499,2024-02-18,Deposit,3970,,Sritanjung,Branch,Checking,,,Claus,MacDonagh,cmacdonaghdu@stanford.edu,Polygender,Dachong,2022-09-03,66,114403,Both
500.0,500,2022-02-27,Deposit,1698,,Ban Mo,Online,Checking,,,Oliviero,Pasterfield,opasterfielddv@github.io,Polygender,Kaduheuleut,2020-07-25,37,71714,Checking
501.0,501,2022-01-01,Deposit,1449,,Lahar,ATM,Checking,,,Shermy,Hasselby,shasselbydw@mysql.com,Male,Maiyema,2020-08-01,20,131816,Both
502.0,502,2023-07-01,Withdrawal,1141,,Gujrāt,Branch,Checking,,,Kriste,Reasun,kreasundx@latimes.com,Female,Río Grande,2020-09-28,37,148084,Savings
503.0,503,2023-04-25,Withdrawal,3687,,Bakov nad Jizerou,Online,Checking,,,Laverna,Spencock,lspencockdy@4shared.com,Bigender,San Bernardino,2015-02-24,43,84189,Both
504.0,504,2024-12-10,Deposit,2790,,Josefův Důl,ATM,Checking,,,Domeniga,Dain,ddaindz@disqus.com,Female,Lakateng,2020-04-28,28,66134,Savings
505.0,505,2024-08-29,Withdrawal,4651,,Buri,Branch,Checking,,,Jerrold,Bartoszewicz,jbartoszewicze0@google.co.jp,Male,Las Tejerías,2024-12-25,34,120092,Checking
506.0,506,2023-08-16,Withdrawal,3256,,Józefów,ATM,Checking,,,Janet,Holdron,jholdrone1@home.pl,Female,Louisville,2021-03-05,40,92953,Both
507.0,507,2022-02-11,Withdrawal,1721,,Mellila,Online,Checking,,,Darb,Camies,dcamiese2@macromedia.com,Female,Fort Myers,2021-05-09,38,122522,Checking
508.0,508,2023-03-27,Transfer,2946,,Oklahoma City,Branch,Checking,,,Trixy,Westfield,twestfielde3@salon.com,Female,Salimbao,2015-09-18,69,78505,Both
509.0,509,2022-10-12,Deposit,778,,Melaka,Branch,Checking,,,Damita,Kubala,dkubalae4@51.la,Female,Xinxing,2016-08-31,62,81987,Savings
510.0,510,2022-05-22,Withdrawal,1636,,Somdet,Online,Checking,,,Katine,Grogona,kgrogonae5@mayoclinic.com,Female,Masaya,2020-01-06,39,80525,Both
511.0,511,2023-07-31,Deposit,1096,,Dukoh,Online,Checking,,,Quintina,Raynton,qrayntone6@parallels.com,Female,Chishmy,2020-04-29,53,113270,Checking
512.0,512,2022-10-17,Deposit,175,,Vilares,Online,Checking,,,Jenn,Downing,jdowninge7@etsy.com,Female,Bojadła,2016-07-24,49,120759,Savings
513.0,513,2024-07-17,Deposit,3160,,Gandajika,Online,Checking,,,Romain,Sumbler,rsumblere8@ebay.com,Male,Zadawa,2024-12-17,55,39892,Both
514.0,514,2023-09-20,Deposit,4939,,Yonghe,Branch,Checking,,,Raynard,Sergant,rsergante9@fotki.com,Male,Renfrew,2017-09-12,57,123883,Both
515.0,515,2024-11-07,Withdrawal,1234,,Compiègne,Online,Checking,,,Rossie,Le Huquet,rlehuquetea@deliciousdays.com,Male,Pustomyty,2017-09-26,47,32012,Savings
516.0,516,2024-08-28,Transfer,2311,,Songzhuang,Branch,Checking,,,Mortie,Stagge,mstaggeeb@google.it,Male,Mahajanga,2020-12-11,68,58174,Both
517.0,517,2024-12-01,Transfer,3868,,Fulu,ATM,Checking,,,Worthy,Bugdell,wbugdellec@github.com,Male,Wola Jachowa,2021-03-18,52,37658,Checking
518.0,518,2023-05-26,Deposit,3639,,Zhushan,ATM,Checking,,,Ty,Curd,tcurded@vistaprint.com,Male,Újezd,2021-03-23,72,31000,Both
519.0,519,2024-07-23,Withdrawal,2590,,Punta del Este,Branch,Checking,,,Wadsworth,Bezemer,wbezemeree@upenn.edu,Non-binary,Vårby,2015-05-31,54,127545,Both
520.0,520,2023-05-28,Transfer,3209,,Nairobi,Online,Checking,,,Tobin,Hackford,thackfordef@blog.com,Male,Bandundu,2020-07-28,71,33671,Both
521.0,521,2024-10-04,Withdrawal,3372,,São Sebastião do Paraíso,Branch,Checking,,,Aprilette,Brookz,abrookzeg@cocolog-nifty.com,Female,Aachen,2020-07-11,35,110349,Checking
522.0,522,2023-08-24,Transfer,1867,,Shilong,Branch,Checking,,,Pansy,Leek,pleekeh@angelfire.com,Female,Quinta da Courela,2024-12-22,62,118443,Savings
523.0,523,2024-01-28,Withdrawal,1209,,Sangju,Branch,Checking,,,Lisabeth,Kiddy,lkiddyei@mit.edu,Female,Miami,2019-01-08,53,141227,Savings
524.0,524,2024-11-25,Withdrawal,4912,,Luoshan,Online,Checking,,,Bernarr,Douberday,bdouberdayej@nature.com,Male,Sidi Slimane,2016-08-23,56,133862,Both
525.0,525,2024-03-20,Transfer,2945,,Sugcad,Branch,Checking,,,Eilis,Crannach,ecrannachek@jugem.jp,Female,Angered,2023-03-14,18,89045,Savings
526.0,526,2023-03-23,Deposit,800,,Komletinci,Branch,Checking,,,Saba,Klazenga,sklazengael@ebay.co.uk,Female,Naga,2017-07-13,25,87363,Checking
527.0,527,2022-08-26,Withdrawal,4013,,Semampir,Online,Checking,,,Dannel,Puddephatt,dpuddephattem@shareasale.com,Male,Yŏnggwang-ŭp,2020-12-09,28,75315,Checking
528.0,528,2023-09-15,Transfer,1369,,Corona,Online,Checking,,,Ainslee,Halston,ahalstonen@constantcontact.com,Female,Pustá Polom,2017-09-16,47,95015,Savings
529.0,529,2023-11-06,Deposit,1681,,Gŭlŭbovo,Branch,Checking,,,Ad,Twells,atwellseo@bloglovin.com,Male,El Quetzal,2015-06-14,41,115727,Savings
530.0,530,2024-09-26,Transfer,2648,,Sake,Branch,Checking,,,Fawne,Breffit,fbreffitep@oracle.com,Female,Stockholm,2022-03-21,43,86703,Savings
531.0,531,2023-02-20,Withdrawal,4436,,Roudnice nad Labem,ATM,Checking,,,Randal,Clapson,rclapsoneq@issuu.com,Male,Huayllo,2015-12-15,69,114894,Checking
532.0,532,2022-08-18,Withdrawal,2028,,Wafang,Branch,Checking,,,Britt,Seaton,bseatoner@wikipedia.org,Female,Pavlogradka,2017-06-05,46,82455,Savings
533.0,533,2022-10-27,Deposit,1825,,Hongguang,Branch,Checking,,,Vina,Glaister,vglaisteres@noaa.gov,Genderfluid,Schifflange,2019-08-03,58,77881,Checking
534.0,534,2024-06-16,Transfer,1283,,Archis,Online,Checking,,,Beatrix,Capehorn,bcapehornet@bloomberg.com,Female,Tawangsari,2024-11-10,18,42388,Both
535.0,535,2024-03-21,Deposit,2020,,Castrovirreyna,Branch,Checking,,,Currey,Margetson,cmargetsoneu@scientificamerican.com,Male,Řečany nad Labem,2023-03-31,28,95484,Both
536.0,536,2023-01-02,Withdrawal,1761,,Fengyi,ATM,Checking,,,Sterne,Hitscher,shitscherev@spotify.com,Male,Itapecerica,2024-05-30,46,146888,Checking
537.0,537,2023-04-27,Transfer,35,,Cañasgordas,ATM,Checking,,,Ellary,Upward,eupwardew@ebay.co.uk,Male,Acopampa,2019-02-03,36,48905,Savings
538.0,538,2023-08-14,Withdrawal,3113,,Santiago dos Velhos,Online,Checking,,,Bessy,Kalderon,bkalderonex@pcworld.com,Female,Ginebra,2017-12-11,49,139422,Both
539.0,539,2023-09-25,Deposit,1091,,Acevedo,ATM,Checking,,,Hoyt,Barnwell,hbarnwelley@comsenz.com,Male,Kato Pyrgos,2022-09-19,53,125474,Savings
540.0,540,2023-09-26,Withdrawal,2804,,Moussoro,Online,Checking,,,Donovan,Baitey,dbaiteyez@bizjournals.com,Male,Andir,2022-02-06,29,78647,Both
541.0,541,2024-03-08,Deposit,1478,,Fiães,Online,Checking,,,Alberto,Barenski,abarenskif0@xinhuanet.com,Male,Giawang,2019-10-25,59,107327,Both
542.0,542,2023-04-18,Deposit,2125,,Changxuanling,Branch,Checking,,,Nannette,Kalewe,nkalewef1@foxnews.com,Female,Fak Tha,2016-11-15,19,30504,Both
543.0,543,2022-06-16,Transfer,1100,,Hongxi,Online,Checking,,,Kakalina,Hanaford,khanafordf2@blogger.com,Female,Hongshanyao,2016-04-03,34,130474,Savings
544.0,544,2024-08-12,Withdrawal,2533,,Cipari,Online,Checking,,,Rosmunda,Whitta,rwhittaf3@eepurl.com,Female,Fengyi,2020-07-26,44,30150,Savings
545.0,545,2023-02-14,Withdrawal,4282,,Cikalong,Online,Checking,,,Oates,MacTeague,omacteaguef4@trellian.com,Male,Marne-la-Vallée,2018-09-20,52,114558,Checking
546.0,546,2023-09-08,Withdrawal,3466,,Pondokaso,Branch,Checking,,,Ebenezer,Calveley,ecalveleyf5@jiathis.com,Male,Lluidas Vale,2022-11-11,71,121911,Checking
547.0,547,2022-01-22,Deposit,228,,Josefův Důl,ATM,Checking,,,Paxton,MacGorley,pmacgorleyf6@ycombinator.com,Male,Moyale,2015-01-09,33,54339,Savings
548.0,548,2024-09-02,Deposit,327,,Yueyahe,ATM,Checking,,,Sharon,Ralton,sraltonf7@wikia.com,Bigender,Mzuzu,2015-07-20,38,107982,Both
549.0,549,2024-11-25,Transfer,2605,,Shakhty,Branch,Checking,,,Cirillo,Mullin,cmullinf8@europa.eu,Male,Xibër-Murrizë,2024-03-22,71,66554,Savings
550.0,550,2024-12-26,Deposit,1200,,Cartagena,Online,Checking,,,Carmon,Galer,cgalerf9@paginegialle.it,Bigender,'s-Hertogenbosch,2015-02-17,54,59079,Savings
551.0,551,2024-06-05,Transfer,4794,,Ordzhonikidzevskiy,Online,Checking,,,Hillyer,Fairhead,hfairheadfa@simplemachines.org,Male,Yacuiba,2024-03-16,28,98037,Checking
552.0,552,2022-04-13,Withdrawal,397,,Idritsa,ATM,Checking,,,Alistair,Rapps,arappsfb@php.net,Male,Tielou,2021-06-11,54,124876,Both
553.0,553,2024-11-10,Deposit,3934,,Vondrozo,Online,Checking,,,Windham,Littler,wlittlerfc@unc.edu,Male,Tawan tawan,2016-11-16,40,53906,Checking
554.0,554,2022-02-11,Transfer,3028,,Dayangzhou,ATM,Checking,,,Claudine,Milne,cmilnefd@hao123.com,Female,Mobile,2024-07-19,69,147938,Savings
555.0,555,2022-10-09,Withdrawal,2631,,Banaba,ATM,Checking,,,Heall,Jouannisson,hjouannissonfe@miitbeian.gov.cn,Male,Fundación,2024-03-20,55,83639,Checking
556.0,556,2024-01-09,Withdrawal,471,,Kisumu,ATM,Checking,,,Patin,Showte,pshowteff@google.pl,Non-binary,São Mateus do Sul,2022-03-27,42,70070,Savings
557.0,557,2023-02-23,Deposit,1684,,Monze,ATM,Checking,,,Delmor,Halladay,dhalladayfg@nature.com,Male,Votkinsk,2016-10-27,19,113399,Savings
558.0,558,2023-01-13,Transfer,4338,,Khadyzhensk,Online,Checking,,,Tommy,Jekel,tjekelfh@issuu.com,Male,Desnogorsk,2015-01-19,39,130126,Both
559.0,559,2023-09-16,Transfer,4807,,San Bautista,Online,Checking,,,Abner,Aslett,aaslettfi@smugmug.com,Male,Tamontaka,2020-07-25,48,101566,Both
560.0,560,2024-07-16,Withdrawal,1968,,Ban Lŭng,ATM,Checking,,,Sollie,Alabaster,salabasterfj@t.co,Male,Paris La Défense,2021-11-17,70,76986,Both
561.0,561,2024-11-16,Withdrawal,4083,,Wonda,Branch,Checking,,,Genevieve,Walling,gwallingfk@npr.org,Female,Luojiang,2018-06-25,66,44528,Both
562.0,562,2023-12-17,Withdrawal,1754,,Maastricht,Branch,Checking,,,Dorolice,Tapner,dtapnerfl@symantec.com,Female,Zhishan,2022-12-04,42,71759,Checking
563.0,563,2024-04-14,Deposit,1167,,Lopandino,Branch,Checking,,,Consuelo,McGilmartin,cmcgilmartinfm@auda.org.au,Female,Hengjiang,2019-08-19,49,146686,Checking
564.0,564,2024-01-02,Withdrawal,4106,,Huili Chengguanzhen,Branch,Checking,,,Paco,Cuell,pcuellfn@cafepress.com,Male,Qarāwat Banī Zayd,2019-08-27,47,71286,Both
565.0,565,2022-12-29,Withdrawal,4487,,Shuangzhu,Online,Checking,,,Bondon,Yacobsohn,byacobsohnfo@sakura.ne.jp,Male,San Pedro,2015-08-19,65,65142,Checking
566.0,566,2023-04-14,Deposit,2293,,Opočno,Branch,Checking,,,Tilda,Burney,tburneyfp@ning.com,Female,Dopang,2016-09-19,73,128847,Both
567.0,567,2024-07-14,Deposit,1061,,Langsa,ATM,Checking,,,Jamal,Pail,jpailfq@booking.com,Agender,Jingcheng,2021-10-11,64,84140,Both
568.0,568,2024-02-10,Transfer,2823,,Marmárion,Online,Checking,,,Fonsie,Jermey,fjermeyfr@phoca.cz,Male,Yuecheng,2024-08-26,55,146498,Savings
569.0,569,2022-01-14,Withdrawal,2121,,Tyczyn,Branch,Checking,,,Florencia,Scorthorne,fscorthornefs@bizjournals.com,Female,Demba,2022-10-28,60,93188,Checking
570.0,570,2022-06-15,Withdrawal,1952,,Dete,ATM,Checking,,,Michaella,Berthomieu,mberthomieuft@wikipedia.org,Female,Pueblo Nuevo,2022-02-01,69,38904,Both
571.0,571,2023-05-10,Withdrawal,4471,,Niopanda,ATM,Checking,,,Kylie,Colt,kcoltfu@simplemachines.org,Female,Sezures,2022-07-16,48,83033,Savings
572.0,572,2024-05-07,Deposit,556,,Konsoy,ATM,Checking,,,Rosy,Pinckney,rpinckneyfv@plala.or.jp,Bigender,Igpit,2018-07-16,66,56867,Checking
573.0,573,2022-06-14,Transfer,1619,,Chapimarca,ATM,Checking,,,Ariadne,Mattessen,amattessenfw@behance.net,Female,Batal,2019-03-29,51,111277,Both
574.0,574,2023-12-27,Deposit,2775,,Kaducondong,Branch,Checking,,,Barby,Ansell,bansellfx@vk.com,Female,Jati,2020-02-12,55,105025,Checking
575.0,575,2023-10-03,Transfer,1681,,Lycksele,Online,Checking,,,Eric,McGaugie,emcgaugiefy@slashdot.org,Male,Kibuku,2021-12-04,29,67723,Checking
576.0,576,2022-03-31,Withdrawal,3878,,Rumburk,Online,Checking,,,Dougie,Larrat,dlarratfz@chicagotribune.com,Male,Naran Bulag,2017-05-05,21,94865,Both
577.0,577,2024-07-12,Transfer,3116,,Bang Yai,Online,Checking,,,Blithe,Thomazin,bthomazing0@cornell.edu,Female,Katoúna,2015-12-12,69,116043,Both
578.0,578,2024-05-16,Deposit,1506,,Malonty,ATM,Checking,,,Jacques,Quiddihy,jquiddihyg1@webs.com,Male,Ordynskoye,2018-10-12,54,81105,Both
579.0,579,2022-11-10,Transfer,2901,,Solna,Online,Checking,,,Michaela,Belsher,mbelsherg2@berkeley.edu,Female,Maple Plain,2024-08-22,63,80197,Savings
580.0,580,2022-06-14,Transfer,3608,,Kortkeros,Online,Checking,,,Arnold,Yes,ayesg3@google.es,Male,Ma'an,2018-05-05,64,109896,Checking
581.0,581,2023-02-01,Deposit,255,,Steblevë,Branch,Checking,,,Ozzie,Norrie,onorrieg4@si.edu,Male,Eindhoven,2024-08-11,73,118586,Both
582.0,582,2023-08-17,Transfer,823,,Borzęcin,Online,Checking,,,Sarette,Vlasenko,svlasenkog5@chicagotribune.com,Female,Sumberjo,2015-03-29,42,112024,Checking
583.0,583,2024-09-15,Deposit,4126,,Pangal Sur,ATM,Checking,,,Sharl,Fowlston,sfowlstong6@abc.net.au,Female,Huangling,2020-03-21,69,115708,Checking
584.0,584,2022-03-22,Transfer,4932,,Cela,ATM,Checking,,,Cassy,Simonich,csimonichg7@yahoo.com,Female,Gorjani,2021-09-01,47,65172,Savings
585.0,585,2024-12-29,Transfer,2202,,Kajiki,ATM,Checking,,,Jerrine,Nelson,jnelsong8@weibo.com,Female,Conceição da Abóboda,2020-07-22,28,92758,Savings
586.0,586,2022-11-10,Transfer,923,,Khān Arnabah,Branch,Checking,,,Michel,Feavyour,mfeavyourg9@intel.com,Male,Xinbu,2020-02-17,61,95244,Checking
587.0,587,2023-12-07,Transfer,168,,Talnakh,Branch,Checking,,,Bryana,Hewkin,bhewkinga@istockphoto.com,Female,Daguyun,2020-01-30,52,146050,Savings
588.0,588,2022-02-12,Withdrawal,1836,,Marília,Online,Checking,,,Boy,Sapp,bsappgb@businesswire.com,Male,Shuijiang,2024-02-13,70,95163,Checking
589.0,589,2022-02-24,Deposit,1740,,Niš,Online,Checking,,,Kurtis,Tollerfield,ktollerfieldgc@smh.com.au,Male,Quipot,2017-12-08,41,40609,Savings
590.0,590,2022-01-04,Withdrawal,1920,,L'Épiphanie,Online,Checking,,,Tanner,Leachman,tleachmangd@harvard.edu,Male,Gēdo,2018-05-26,39,32084,Both
591.0,591,2022-01-15,Withdrawal,2714,,Veranópolis,Branch,Checking,,,Angelita,Cassey,acasseyge@netscape.com,Female,Dankunku,2023-11-15,41,116541,Checking
592.0,592,2023-09-02,Withdrawal,3699,,Napoli,ATM,Checking,,,Lambert,Petersen,lpetersengf@nature.com,Male,Itagüí,2024-05-13,23,84092,Savings
593.0,593,2024-09-09,Withdrawal,2344,,Banturkrajan,Online,Checking,,,Fabe,Goucher,fgouchergg@wsj.com,Male,Banes,2017-05-18,47,148522,Both
594.0,594,2022-09-16,Withdrawal,4874,,Pangapisan,ATM,Checking,,,Frasquito,Dollimore,fdollimoregh@blogtalkradio.com,Male,Batumi,2016-09-15,43,58917,Both
595.0,595,2023-06-04,Withdrawal,1534,,Guohua,ATM,Checking,,,Sylvia,Carlsen,scarlsengi@squidoo.com,Female,Goubétto,2022-05-08,49,73447,Savings
596.0,596,2024-02-17,Deposit,1549,,Ouaoula,Online,Checking,,,Ileana,Flescher,ifleschergj@umich.edu,Female,Ngori,2018-05-16,20,126835,Savings
597.0,597,2023-06-07,Transfer,1611,,Palermo,ATM,Checking,,,Ema,Romanelli,eromanelligk@ca.gov,Female,Zarechnyy,2016-05-12,18,38516,Checking
598.0,598,2023-04-20,Deposit,4801,,Sanlidian,Online,Checking,,,Roberto,Vedmore,rvedmoregl@engadget.com,Genderqueer,Wschowa,2023-12-20,29,128522,Checking
599.0,599,2024-01-17,Transfer,454,,Huaqiu,Online,Checking,,,Elisabet,Clubb,eclubbgm@cloudflare.com,Female,Suocheng,2022-11-18,55,102497,Both
600.0,600,2024-01-05,Deposit,932,,Sebina,ATM,Checking,,,Annora,McGowran,amcgowrangn@last.fm,Non-binary,Zbąszyń,2019-03-01,54,127724,Both
601.0,601,2024-03-15,Transfer,2500,,Tateyama,Online,Checking,,,Cody,Fawdrie,cfawdriego@oaic.gov.au,Female,Niños Heroes,2020-05-07,26,141597,Savings
602.0,602,2023-07-17,Withdrawal,1062,,Acobamba,Branch,Checking,,,Granger,Ramsbotham,gramsbothamgp@technorati.com,Male,Asahbadung,2024-04-07,29,133362,Both
603.0,603,2022-06-01,Transfer,2997,,Weifang,Online,Checking,,,Jasmina,Storres,jstorresgq@merriam-webster.com,Female,Kraśnik,2015-12-16,31,92716,Savings
604.0,604,2023-11-30,Transfer,4130,,Tembeling,ATM,Checking,,,Mano,Gages,mgagesgr@spotify.com,Bigender,Cavaillon,2019-12-01,74,62936,Both
605.0,605,2022-05-17,Withdrawal,2126,,Rychwał,Branch,Checking,,,Claresta,McGaw,cmcgawgs@unesco.org,Female,Aubervilliers,2018-07-17,54,82351,Savings
606.0,606,2024-10-06,Deposit,2866,,Tanza,Branch,Checking,,,Cleo,Lindeman,clindemangt@acquirethisname.com,Female,Marapanim,2022-12-28,62,132440,Both
607.0,607,2022-01-20,Withdrawal,2998,,Itaperuçu,Online,Checking,,,Hastings,Tackley,htackleygu@uiuc.edu,Male,Ballymun,2019-05-12,65,138951,Savings
608.0,608,2022-01-17,Deposit,2446,,Sel’tso,Branch,Checking,,,Hillyer,MacCook,hmaccookgv@miibeian.gov.cn,Male,Bandarlampung,2015-03-29,30,97275,Both
609.0,609,2023-10-24,Transfer,2803,,Géfyra,ATM,Checking,,,Hart,Peplay,hpeplaygw@nymag.com,Male,Fort Worth,2024-07-30,44,130612,Savings
610.0,610,2022-05-09,Deposit,1114,,Shuyuan,ATM,Checking,,,Hamil,Riccardelli,hriccardelligx@mlb.com,Male,Suqiaoxiang,2015-01-19,19,117469,Both
611.0,611,2022-05-04,Withdrawal,4869,,Miass,Online,Checking,,,Desi,Elwood,delwoodgy@macromedia.com,Non-binary,Nantes,2023-05-18,54,51831,Both
612.0,612,2023-07-31,Withdrawal,181,,Pajagan,Branch,Checking,,,Mehetabel,Chesher,mcheshergz@ucoz.com,Female,Arjona,2015-08-08,40,94742,Checking
613.0,613,2023-10-15,Deposit,366,,Ryazanskiy,Online,Checking,,,Audry,Pamphilon,apamphilonh0@latimes.com,Female,Beijós,2019-07-24,57,68523,Savings
614.0,614,2023-05-19,Deposit,2953,,Skövde,ATM,Checking,,,Johnette,Marte,jmarteh1@hud.gov,Female,Denton,2017-09-21,24,138928,Checking
615.0,615,2022-12-09,Deposit,948,,Guiyang,Branch,Checking,,,Kiah,Lewton,klewtonh2@bigcartel.com,Female,Abrantes,2016-07-27,25,141771,Both
616.0,616,2022-10-07,Transfer,1866,,Al Jafr,ATM,Checking,,,Maddi,Goldbourn,mgoldbournh3@tumblr.com,Female,Bamban,2022-07-22,30,127917,Savings
617.0,617,2024-04-08,Withdrawal,4839,,Olesno,ATM,Checking,,,Sybila,Clues,scluesh4@amazonaws.com,Female,Salinas,2021-10-27,22,118883,Checking
618.0,618,2023-12-14,Withdrawal,1662,,Xinqiaohe,Online,Checking,,,Dollie,Huscroft,dhuscrofth5@hatena.ne.jp,Female,Ar Raqqah,2015-12-10,32,58610,Savings
619.0,619,2024-07-05,Deposit,714,,Greenland,ATM,Checking,,,Rip,Hellin,rhellinh6@sun.com,Male,Yangzi,2022-04-16,62,30633,Savings
620.0,620,2024-09-06,Withdrawal,2771,,Llusco,Branch,Checking,,,Edouard,Patten,epattenh7@paginegialle.it,Polygender,Lupo,2016-09-30,71,61097,Both
621.0,621,2022-07-17,Deposit,1103,,Ōbu,Branch,Checking,,,Laurella,Ahrend,lahrendh8@bing.com,Female,Chenglin,2024-03-24,35,35162,Checking
622.0,622,2024-10-10,Transfer,1088,,Sérifos,Branch,Checking,,,Chevalier,Speir,cspeirh9@google.ru,Male,Nagahama,2016-12-07,50,33819,Both
623.0,623,2022-05-21,Withdrawal,3444,,Iwaki,Online,Checking,,,Rodge,Cleaveland,rcleavelandha@bandcamp.com,Male,Ortega,2019-12-25,49,126319,Checking
624.0,624,2024-05-18,Transfer,3125,,Degan,ATM,Checking,,,Leshia,Border,lborderhb@aol.com,Female,Mander,2024-02-23,74,72717,Checking
625.0,625,2022-12-28,Withdrawal,3806,,Ansongo,Online,Checking,,,Evy,Rodger,erodgerhc@ning.com,Female,Xintang,2018-06-25,35,114099,Savings
626.0,626,2022-03-04,Deposit,3710,,Krasnosilka,Branch,Checking,,,Nevile,Tucknutt,ntucknutthd@earthlink.net,Male,Setono,2020-10-25,65,101897,Savings
627.0,627,2022-08-02,Deposit,1917,,Ituiutaba,ATM,Checking,,,Chaim,Fackrell,cfackrellhe@edublogs.org,Male,Hitura,2018-10-25,26,103901,Both
628.0,628,2023-07-25,Deposit,1948,,Mtsamdou,Online,Checking,,,Killian,Seivwright,kseivwrighthf@state.tx.us,Male,Huanggang,2018-03-27,68,128473,Both
